2015-06-08 18:07:03,160 CONFIG [com.gigaspaces.logger] - Log file: /Users/dxd/git/ct3/logs/2015-06-08~18.07-gigaspaces-service-10.154.152.106-77023.log
-------------------------last log tuples start--------------------------------
Position [subject=a20, id=null, cell=Cell [x=2, y=0], time=2015-06-08 18:04:41.749, clock=0]
[CTAH] Array of Terms: [Lapapl.data.Term;@78c41424
[CTAH] The created APLList : [game_initialized]
[CTAH] Array of Terms: [Lapapl.data.Term;@1bdc2ee1
[CTAH] The created APLList : [game_initialized]
[CTAH] Array of Terms: [Lapapl.data.Term;@fda13c0
[CTAH] The created APLList : [game_initialized]
[CTAH] Array of Terms: [Lapapl.data.Term;@3a741322
[CTAH] The created APLList : [game_initialized]
[CTAH] Array of Terms: [Lapapl.data.Term;@1a943b29
[CTAH] The created APLList : [game_initialized]
[CTAH] Array of Terms: [Lapapl.data.Term;@5dca01f0
[CTAH] The created APLList : [game_initialized]
[CTAH] Array of Terms: [Lapapl.data.Term;@62f6fb59
[CTAH] The created APLList : [game_initialized]
[CTAH] Agentposition: [2,2]
[CTAH] Agentposition: [4,5]
org notification: Group [name=g, ra=a20, type=raaa, clock=0, time=2015-06-08 18:07:30.718]
object notification: Prohibition [subject=a10, prohibition=[moveTooFast(a10)], sanction=[reduce(a10, 300)], clock=0, time=2015-06-08 18:07:30.736]
object notification: Prohibition [subject=a30, prohibition=[moveTooFast(a30)], sanction=[reduce(a30, 300)], clock=0, time=2015-06-08 18:07:30.896]
org notification: Group [name=g, ra=a20, type=raaa, clock=0, time=2015-06-08 18:07:30.726]
org notification: Group [name=g, ra=a20, type=raaa, clock=0, time=2015-06-08 18:07:30.727]
org notification: Group [name=g, ra=a20, type=raaa, clock=0, time=2015-06-08 18:07:30.73]
org notification: Group [name=g, ra=a20, type=raaa, clock=0, time=2015-06-08 18:07:30.732]
Event processed adoptProhibition(moveTooFast(a10), reduce(a10, 300))
Event processed adoptProhibition(moveTooFast(a30), reduce(a30, 300))
setPhases in ClientGameStatus, the current phase is Norm Phase
setPhases in ClientGameStatus, the current phase is Norm Phase
object notification: Obligation [subject=a10, obligation=[makeMove(2, 2, a10)], sanction=[reduce(a10, 300)], deadline=10, time=2015-06-08 18:07:31.017, clock=0]
Event processed adoptObligation(makeMove(2, 2, a10), 10, reduce(a10, 300))
obligation to be adopted: makeMove(2, 2, 300) : 8 Jun 2015 17:24:42 GMT, priority 10
object notification: Obligation [subject=a30, obligation=[makeMove(5, 4, a30)], sanction=[reduce(a30, 300)], deadline=10, time=2015-06-08 18:07:31.021, clock=0]
Event processed adoptObligation(makeMove(5, 4, a30), 10, reduce(a30, 300))
obligation to be adopted: makeMove(5, 4, 300) : 8 Jun 2015 17:24:42 GMT, priority 10
object notification: Points [subject=a10, time=2015-06-08 18:07:31.031, clock=0, value=700, id=null]
Event processed UpdatePoints(700)
object notification: Points [subject=a30, time=2015-06-08 18:07:31.039, clock=0, value=700, id=null]
Event processed UpdatePoints(700)
org notification: Group [name=g, ra=a20, type=raaa, clock=0, time=2015-06-08 18:07:31.725]
object notification: Time [clock=1, time=2015-06-08 18:07:40.736]
org notification: Time [clock=1, time=2015-06-08 18:07:40.736]
Event processed UpdateClock(1)
object notification: Time [clock=1, time=2015-06-08 18:07:40.736]
Event processed UpdateClock(1)
object notification: Time [clock=2, time=2015-06-08 18:07:41.052]
object notification: Time [clock=2, time=2015-06-08 18:07:41.052]
org notification: Time [clock=2, time=2015-06-08 18:07:41.052]
Event processed UpdateClock(2)
org notification: Time [clock=3, time=2015-06-08 18:07:41.063]
object notification: Time [clock=3, time=2015-06-08 18:07:41.063]
Event processed UpdateClock(2)
Event processed UpdateClock(3)
Received a class edu.harvard.eecs.airg.coloredtrails.shared.discourse.NormGoalDiscourseMessage
[MSG] Message is of type: normgoal
[MSG] Message is for: 0
[MSG] i'm: 0
setPhases in ClientGameStatus, the current phase is Movement Phase
setPhases in ClientGameStatus, the current phase is Movement Phase
Received a class edu.harvard.eecs.airg.coloredtrails.shared.discourse.NormGoalDiscourseMessage
[MSG] Message is of type: normgoal
[MSG] Message is for: 2
[MSG] i'm: 2
object notification: Time [clock=3, time=2015-06-08 18:07:41.063]
Event processed UpdateClock(3)
Received a class edu.harvard.eecs.airg.coloredtrails.shared.discourse.NormColorDiscourseMessage
[MSG] Message is of type: normcolor
[MSG] Message is for: 0
[MSG] i'm: 0
org notification: Time [clock=4, time=2015-06-08 18:07:41.077]
object notification: Time [clock=4, time=2015-06-08 18:07:41.077]
Event processed UpdateClock(4)
object notification: Time [clock=4, time=2015-06-08 18:07:41.077]
org notification: Time [clock=5, time=2015-06-08 18:07:41.1]
Event processed UpdateClock(4)
object notification: Time [clock=5, time=2015-06-08 18:07:41.1]
org notification: Time [clock=6, time=2015-06-08 18:07:50.743]
object notification: Time [clock=5, time=2015-06-08 18:07:41.1]
object notification: Time [clock=6, time=2015-06-08 18:07:50.743]
Event processed UpdateClock(5)
Event processed UpdateClock(6)
Event processed UpdateClock(5)
object notification: Time [clock=7, time=2015-06-08 18:07:51.056]
object notification: Time [clock=6, time=2015-06-08 18:07:50.743]
org notification: Time [clock=7, time=2015-06-08 18:07:51.056]
object notification: Time [clock=8, time=2015-06-08 18:07:51.065]
org notification: Time [clock=8, time=2015-06-08 18:07:51.065]
org notification: Time [clock=9, time=2015-06-08 18:07:51.08]
object notification: Time [clock=7, time=2015-06-08 18:07:51.056]
object notification: Time [clock=8, time=2015-06-08 18:07:51.065]
object notification: Time [clock=9, time=2015-06-08 18:07:51.08]
object notification: Time [clock=9, time=2015-06-08 18:07:51.08]
org notification: Time [clock=10, time=2015-06-08 18:07:51.103]
object notification: Time [clock=10, time=2015-06-08 18:07:51.103]
object notification: Time [clock=10, time=2015-06-08 18:07:51.103]
org notification: Time [clock=11, time=2015-06-08 18:08:00.746]
object notification: Time [clock=11, time=2015-06-08 18:08:00.746]
object notification: Time [clock=11, time=2015-06-08 18:08:00.746]
object notification: Time [clock=12, time=2015-06-08 18:08:01.059]
object notification: Time [clock=12, time=2015-06-08 18:08:01.059]
object notification: Time [clock=13, time=2015-06-08 18:08:01.068]
org notification: Time [clock=12, time=2015-06-08 18:08:01.059]
org notification: Time [clock=13, time=2015-06-08 18:08:01.068]
Event processed UpdateClock(7)
Event processed UpdateClock(8)
Event processed UpdateClock(9)
Event processed UpdateClock(10)
Event processed UpdateClock(11)
Event processed UpdateClock(12)
Event processed UpdateClock(13)
Event processed UpdateClock(6)
Event processed UpdateClock(7)
Event processed UpdateClock(8)
Event processed UpdateClock(9)
Event processed UpdateClock(10)
Event processed UpdateClock(11)
Event processed UpdateClock(12)
object notification: Time [clock=13, time=2015-06-08 18:08:01.068]
org notification: Time [clock=14, time=2015-06-08 18:08:01.082]
object notification: Time [clock=14, time=2015-06-08 18:08:01.082]
object notification: Time [clock=14, time=2015-06-08 18:08:01.082]
org notification: Time [clock=15, time=2015-06-08 18:08:01.105]
object notification: Time [clock=15, time=2015-06-08 18:08:01.105]
object notification: Time [clock=15, time=2015-06-08 18:08:01.105]
object notification: Time [clock=16, time=2015-06-08 18:08:10.749]
object notification: Time [clock=16, time=2015-06-08 18:08:10.749]
org notification: Time [clock=16, time=2015-06-08 18:08:10.749]
object notification: Time [clock=17, time=2015-06-08 18:08:11.061]
object notification: Time [clock=17, time=2015-06-08 18:08:11.061]
org notification: Time [clock=17, time=2015-06-08 18:08:11.061]
object notification: Time [clock=18, time=2015-06-08 18:08:11.069]
object notification: Time [clock=18, time=2015-06-08 18:08:11.069]
object notification: Time [clock=19, time=2015-06-08 18:08:11.085]
object notification: Time [clock=19, time=2015-06-08 18:08:11.085]
object notification: Time [clock=20, time=2015-06-08 18:08:11.108]
object notification: Time [clock=20, time=2015-06-08 18:08:11.108]
object notification: Time [clock=21, time=2015-06-08 18:08:20.752]
object notification: Time [clock=21, time=2015-06-08 18:08:20.752]
object notification: Time [clock=22, time=2015-06-08 18:08:21.064]
object notification: Time [clock=22, time=2015-06-08 18:08:21.064]
org notification: Time [clock=18, time=2015-06-08 18:08:11.069]
org notification: Time [clock=19, time=2015-06-08 18:08:11.085]
org notification: Time [clock=20, time=2015-06-08 18:08:11.108]
object notification: Time [clock=23, time=2015-06-08 18:08:21.071]
object notification: Time [clock=23, time=2015-06-08 18:08:21.071]
org notification: Time [clock=21, time=2015-06-08 18:08:20.752]
object notification: Time [clock=24, time=2015-06-08 18:08:21.087]
object notification: Time [clock=24, time=2015-06-08 18:08:21.087]
object notification: Time [clock=25, time=2015-06-08 18:08:21.11]
object notification: Time [clock=25, time=2015-06-08 18:08:21.11]
object notification: Time [clock=26, time=2015-06-08 18:08:30.754]
object notification: Time [clock=27, time=2015-06-08 18:08:31.066]
object notification: Time [clock=28, time=2015-06-08 18:08:31.073]
object notification: Time [clock=29, time=2015-06-08 18:08:31.089]
object notification: Time [clock=30, time=2015-06-08 18:08:31.111]
object notification: Time [clock=26, time=2015-06-08 18:08:30.754]
object notification: Time [clock=27, time=2015-06-08 18:08:31.066]
object notification: Time [clock=28, time=2015-06-08 18:08:31.073]
object notification: Time [clock=31, time=2015-06-08 18:08:39.296]
object notification: Time [clock=29, time=2015-06-08 18:08:31.089]
object notification: Time [clock=32, time=2015-06-08 18:08:40.758]
org notification: SetGoal [id=null, agent=a10, cell=Cell [x=2, y=4], goal=Cell [x=2, y=3], sanction=100, clock=2, time=2015-06-08 18:08:41.348]
object notification: Time [clock=30, time=2015-06-08 18:08:31.111]
object notification: Time [clock=33, time=2015-06-08 18:08:41.068]
object notification: Time [clock=31, time=2015-06-08 18:08:39.296]
object notification: Time [clock=34, time=2015-06-08 18:08:41.074]
object notification: Time [clock=32, time=2015-06-08 18:08:40.758]
object notification: Time [clock=35, time=2015-06-08 18:08:41.092]
object notification: Time [clock=36, time=2015-06-08 18:08:41.114]
object notification: Time [clock=33, time=2015-06-08 18:08:41.068]
object notification: Time [clock=34, time=2015-06-08 18:08:41.074]
object notification: Time [clock=35, time=2015-06-08 18:08:41.092]
object notification: Time [clock=36, time=2015-06-08 18:08:41.114]
org notification: Time [clock=22, time=2015-06-08 18:08:21.064]
org notification: Time [clock=23, time=2015-06-08 18:08:21.071]
object notification: Time [clock=37, time=2015-06-08 18:08:49.299]
object notification: Time [clock=37, time=2015-06-08 18:08:49.299]
object notification: Time [clock=38, time=2015-06-08 18:08:50.761]
object notification: Time [clock=38, time=2015-06-08 18:08:50.761]
object notification: Time [clock=39, time=2015-06-08 18:08:51.07]
org notification: SetGoal [id=null, agent=a20, cell=Cell [x=2, y=2], goal=Cell [x=2, y=3], sanction=100, clock=2, time=2015-06-08 18:08:44.518]
org notification: Time [clock=24, time=2015-06-08 18:08:21.087]
object notification: Time [clock=40, time=2015-06-08 18:08:51.076]
object notification: Time [clock=39, time=2015-06-08 18:08:51.07]
object notification: Time [clock=41, time=2015-06-08 18:08:51.094]
object notification: Time [clock=40, time=2015-06-08 18:08:51.076]
object notification: Time [clock=41, time=2015-06-08 18:08:51.094]
object notification: Time [clock=42, time=2015-06-08 18:08:51.116]
object notification: Time [clock=42, time=2015-06-08 18:08:51.116]
Event processed UpdateClock(13)
Event processed UpdateClock(14)
Event processed UpdateClock(15)
Event processed UpdateClock(16)
Event processed UpdateClock(17)
org notification: Color [id=null, color=blue, agent=a10, type=yes, sanction=500, time=2015-06-08 18:08:57.964, clock=3]
Event processed UpdateClock(18)
Event processed UpdateClock(19)
Event processed UpdateClock(20)
Event processed UpdateClock(21)
Event processed UpdateClock(22)
Event processed UpdateClock(23)
Event processed UpdateClock(24)
Event processed UpdateClock(25)
Event processed UpdateClock(26)
Event processed UpdateClock(27)
Event processed UpdateClock(28)
Event processed UpdateClock(29)
Event processed UpdateClock(30)
Event processed UpdateClock(31)
Event processed UpdateClock(32)
Event processed UpdateClock(33)
Event processed UpdateClock(34)
Event processed UpdateClock(35)
Event processed UpdateClock(36)
Event processed UpdateClock(37)
Event processed UpdateClock(38)
Event processed UpdateClock(39)
Event processed UpdateClock(40)
Event processed UpdateClock(41)
Event processed UpdateClock(42)
object notification: Obligation [subject=a10, obligation=[at(2, 4, a10)], sanction=[reduce(a10, 700)], deadline=36, time=2015-06-08 18:09:06.356, clock=48]
object notification: Points [subject=a30, time=2015-06-08 18:09:04.455, clock=11, value=400, id=null]
object notification: Time [clock=43, time=2015-06-08 18:08:59.301]
object notification: Time [clock=43, time=2015-06-08 18:08:59.301]
object notification: Points [subject=a10, time=2015-06-08 18:09:04.372, clock=11, value=400, id=null]
object notification: Time [clock=44, time=2015-06-08 18:09:00.763]
object notification: Time [clock=44, time=2015-06-08 18:09:00.763]
object notification: Time [clock=45, time=2015-06-08 18:09:01.073]
object notification: Time [clock=45, time=2015-06-08 18:09:01.073]
object notification: Time [clock=46, time=2015-06-08 18:09:01.079]
object notification: Time [clock=46, time=2015-06-08 18:09:01.079]
object notification: Time [clock=47, time=2015-06-08 18:09:01.096]
object notification: Time [clock=47, time=2015-06-08 18:09:01.096]
object notification: Time [clock=48, time=2015-06-08 18:09:01.119]
object notification: Time [clock=48, time=2015-06-08 18:09:01.119]
org notification: SetGoal [id=null, agent=a40, cell=Cell [x=3, y=3], goal=Cell [x=2, y=3], sanction=100, clock=2, time=2015-06-08 18:08:47.952]
org notification: SetGoal [id=null, agent=a30, cell=Cell [x=1, y=3], goal=Cell [x=2, y=3], sanction=100, clock=2, time=2015-06-08 18:08:51.932]
object notification: Obligation [subject=a10, obligation=[color(blue, a10)], sanction=[reduce(a10, 500)], deadline=38, time=2015-06-08 18:09:06.548, clock=48]
org notification: Time [clock=25, time=2015-06-08 18:08:21.11]
object notification: Obligation [subject=a30, obligation=[at(1, 3, a30)], sanction=[reduce(a30, 700)], deadline=38, time=2015-06-08 18:09:06.562, clock=48]
org notification: Time [clock=26, time=2015-06-08 18:08:30.754]
org notification: Time [clock=27, time=2015-06-08 18:08:31.066]
org notification: Time [clock=28, time=2015-06-08 18:08:31.073]
org notification: Time [clock=29, time=2015-06-08 18:08:31.089]
org notification: Time [clock=30, time=2015-06-08 18:08:31.111]
org notification: Time [clock=31, time=2015-06-08 18:08:39.296]
org notification: Time [clock=32, time=2015-06-08 18:08:40.758]
org notification: Time [clock=33, time=2015-06-08 18:08:41.068]
org notification: Time [clock=34, time=2015-06-08 18:08:41.074]
org notification: Time [clock=35, time=2015-06-08 18:08:41.092]
org notification: Time [clock=36, time=2015-06-08 18:08:41.114]
Event processed UpdateClock(14)
Event processed UpdateClock(15)
Event processed UpdateClock(16)
Event processed UpdateClock(17)
Event processed UpdateClock(18)
Event processed UpdateClock(19)
Event processed UpdateClock(20)
Event processed UpdateClock(21)
Event processed UpdateClock(22)
Event processed UpdateClock(23)
Event processed UpdateClock(24)
Event processed UpdateClock(25)
Event processed UpdateClock(26)
Event processed UpdateClock(27)
Event processed UpdateClock(28)
Event processed UpdateClock(29)
Event processed UpdateClock(30)
org notification: Time [clock=37, time=2015-06-08 18:08:49.299]
Event processed UpdateClock(31)
Event processed UpdateClock(32)
Event processed UpdateClock(33)
Event processed UpdateClock(34)
Event processed UpdateClock(35)
Event processed UpdateClock(36)
Event processed UpdateClock(37)
Event processed UpdateClock(38)
Event processed UpdateClock(39)
Event processed UpdateClock(40)
Event processed UpdateClock(41)
Event processed UpdateClock(42)
Event processed adoptObligation(at(2, 4, a10), 36, reduce(a10, 700))
Event processed UpdateClock(43)
Event processed UpdateClock(44)
Event processed UpdatePoints(400)
Event processed UpdateClock(45)
Event processed UpdateClock(46)
Event processed UpdateClock(47)
Event processed UpdateClock(48)
Event processed adoptObligation(color(blue, a10), 38, reduce(a10, 500))
org notification: Time [clock=38, time=2015-06-08 18:08:50.761]
org notification: Time [clock=39, time=2015-06-08 18:08:51.07]
object notification: Points [subject=a10, time=2015-06-08 18:09:06.984, clock=39, value=-100, id=null]
Event processed UpdatePoints(400)
Event processed UpdateClock(43)
Event processed UpdateClock(44)
Event processed UpdateClock(45)
Event processed UpdateClock(46)
Event processed UpdateClock(47)
Event processed UpdateClock(48)
Event processed adoptObligation(at(1, 3, a30), 38, reduce(a30, 700))
org notification: Time [clock=40, time=2015-06-08 18:08:51.076]
org notification: Time [clock=41, time=2015-06-08 18:08:51.094]
org notification: Time [clock=42, time=2015-06-08 18:08:51.116]
org notification: Time [clock=43, time=2015-06-08 18:08:59.301]
org notification: Time [clock=44, time=2015-06-08 18:09:00.763]
org notification: Time [clock=45, time=2015-06-08 18:09:01.073]
org notification: Time [clock=46, time=2015-06-08 18:09:01.079]
org notification: Time [clock=47, time=2015-06-08 18:09:01.096]
org notification: Time [clock=48, time=2015-06-08 18:09:01.119]
Event processed UpdatePoints(-100)
obligation to be adopted: at(2, 4, 700) : 8 Jun 2015 17:25:47 GMT, priority 10
obligation to be adopted: at(1, 3, 700) : 8 Jun 2015 17:25:47 GMT, priority 10
obligation to be adopted: useColor(blue, 500) : 8 Jun 2015 17:25:47 GMT, priority 10
object notification: Time [clock=49, time=2015-06-08 18:09:09.303]
object notification: Time [clock=49, time=2015-06-08 18:09:09.303]
org notification: Time [clock=49, time=2015-06-08 18:09:09.303]
Event processed UpdateClock(49)
Event processed UpdateClock(49)
object notification: Time [clock=50, time=2015-06-08 18:09:10.765]
object notification: Time [clock=50, time=2015-06-08 18:09:10.765]
org notification: Time [clock=50, time=2015-06-08 18:09:10.765]
Event processed UpdateClock(50)
Event processed UpdateClock(50)
object notification: Time [clock=51, time=2015-06-08 18:09:11.076]
org notification: Time [clock=51, time=2015-06-08 18:09:11.076]
object notification: Time [clock=51, time=2015-06-08 18:09:11.076]
object notification: Time [clock=52, time=2015-06-08 18:09:11.083]
object notification: Time [clock=52, time=2015-06-08 18:09:11.083]
org notification: Time [clock=52, time=2015-06-08 18:09:11.083]
object notification: Time [clock=53, time=2015-06-08 18:09:11.102]
object notification: Time [clock=53, time=2015-06-08 18:09:11.102]
org notification: Time [clock=53, time=2015-06-08 18:09:11.102]
object notification: Time [clock=54, time=2015-06-08 18:09:11.128]
org notification: Time [clock=54, time=2015-06-08 18:09:11.128]
object notification: Time [clock=54, time=2015-06-08 18:09:11.128]
Event processed UpdateClock(51)
Event processed UpdateClock(52)
Event processed UpdateClock(53)
Event processed UpdateClock(54)
Event processed UpdateClock(51)
Event processed UpdateClock(52)
Event processed UpdateClock(53)
Event processed UpdateClock(54)
org notification: Time [clock=55, time=2015-06-08 18:09:19.306]
object notification: Time [clock=55, time=2015-06-08 18:09:19.306]
object notification: Time [clock=55, time=2015-06-08 18:09:19.306]
Event processed UpdateClock(55)
Event processed UpdateClock(55)
object notification: Time [clock=56, time=2015-06-08 18:09:20.768]
object notification: Time [clock=56, time=2015-06-08 18:09:20.768]
org notification: Time [clock=56, time=2015-06-08 18:09:20.768]
Event processed UpdateClock(56)
Event processed UpdateClock(56)
object notification: Time [clock=57, time=2015-06-08 18:09:21.078]
object notification: Time [clock=57, time=2015-06-08 18:09:21.078]
org notification: Time [clock=57, time=2015-06-08 18:09:21.078]
org notification: Time [clock=58, time=2015-06-08 18:09:21.096]
object notification: Time [clock=58, time=2015-06-08 18:09:21.096]
object notification: Time [clock=58, time=2015-06-08 18:09:21.096]
object notification: Time [clock=59, time=2015-06-08 18:09:21.121]
object notification: Time [clock=59, time=2015-06-08 18:09:21.121]
org notification: Time [clock=59, time=2015-06-08 18:09:21.121]
org notification: Time [clock=60, time=2015-06-08 18:09:21.144]
object notification: Time [clock=60, time=2015-06-08 18:09:21.144]
object notification: Time [clock=60, time=2015-06-08 18:09:21.144]
Event processed UpdateClock(57)
Event processed UpdateClock(58)
Event processed UpdateClock(59)
Event processed UpdateClock(60)
Event processed UpdateClock(57)
Event processed UpdateClock(58)
Event processed UpdateClock(59)
Event processed UpdateClock(60)
org notification: Position [subject=a40, id=null, cell=Cell [x=3, y=4], time=2015-06-08 18:09:28.157, clock=60]
object notification: Time [clock=61, time=2015-06-08 18:09:29.309]
object notification: Time [clock=61, time=2015-06-08 18:09:29.309]
org notification: Time [clock=61, time=2015-06-08 18:09:29.309]
Event processed UpdateClock(61)
Event processed UpdateClock(61)
object notification: Time [clock=62, time=2015-06-08 18:09:30.771]
org notification: Time [clock=62, time=2015-06-08 18:09:30.771]
object notification: Time [clock=62, time=2015-06-08 18:09:30.771]
Event processed UpdateClock(62)
Event processed UpdateClock(62)
object notification: Time [clock=63, time=2015-06-08 18:09:31.081]
org notification: Time [clock=63, time=2015-06-08 18:09:31.081]
object notification: Time [clock=63, time=2015-06-08 18:09:31.081]
object notification: Time [clock=64, time=2015-06-08 18:09:31.109]
org notification: Time [clock=64, time=2015-06-08 18:09:31.109]
object notification: Time [clock=64, time=2015-06-08 18:09:31.109]
object notification: Time [clock=65, time=2015-06-08 18:09:31.127]
object notification: Time [clock=65, time=2015-06-08 18:09:31.127]
org notification: Time [clock=65, time=2015-06-08 18:09:31.127]
org notification: Time [clock=66, time=2015-06-08 18:09:31.158]
object notification: Time [clock=66, time=2015-06-08 18:09:31.158]
object notification: Time [clock=66, time=2015-06-08 18:09:31.158]
Event processed UpdateClock(63)
Event processed UpdateClock(64)
Event processed UpdateClock(65)
Event processed UpdateClock(66)
Event processed UpdateClock(63)
Event processed UpdateClock(64)
Event processed UpdateClock(65)
Event processed UpdateClock(66)
org notification: Time [clock=67, time=2015-06-08 18:09:39.311]
object notification: Time [clock=67, time=2015-06-08 18:09:39.311]
object notification: Time [clock=67, time=2015-06-08 18:09:39.311]
Event processed UpdateClock(67)
Event processed UpdateClock(67)
object notification: Time [clock=68, time=2015-06-08 18:09:40.773]
org notification: Time [clock=68, time=2015-06-08 18:09:40.773]
object notification: Time [clock=68, time=2015-06-08 18:09:40.773]
Event processed UpdateClock(68)
Event processed UpdateClock(68)
org notification: Position [subject=a40, id=null, cell=Cell [x=3, y=3], time=2015-06-08 18:09:40.95, clock=68]
object notification: Time [clock=69, time=2015-06-08 18:09:41.084]
org notification: Time [clock=69, time=2015-06-08 18:09:41.084]
object notification: Time [clock=69, time=2015-06-08 18:09:41.084]
object notification: Time [clock=70, time=2015-06-08 18:09:41.113]
object notification: Time [clock=70, time=2015-06-08 18:09:41.113]
org notification: Time [clock=70, time=2015-06-08 18:09:41.113]
org notification: Time [clock=71, time=2015-06-08 18:09:41.134]
object notification: Time [clock=71, time=2015-06-08 18:09:41.134]
object notification: Time [clock=71, time=2015-06-08 18:09:41.134]
org notification: Time [clock=72, time=2015-06-08 18:09:41.161]
object notification: Time [clock=72, time=2015-06-08 18:09:41.161]
object notification: Time [clock=72, time=2015-06-08 18:09:41.161]
Event processed UpdateClock(69)
Event processed UpdateClock(70)
Event processed UpdateClock(71)
Event processed UpdateClock(72)
Event processed UpdateClock(69)
Event processed UpdateClock(70)
Event processed UpdateClock(71)
Event processed UpdateClock(72)
org notification: Position [subject=a20, id=null, cell=Cell [x=1, y=2], time=2015-06-08 18:09:46.965, clock=72]
org notification: Time [clock=73, time=2015-06-08 18:09:49.318]
object notification: Time [clock=73, time=2015-06-08 18:09:49.318]
object notification: Time [clock=73, time=2015-06-08 18:09:49.318]
Event processed UpdateClock(73)
Event processed UpdateClock(73)
object notification: Time [clock=74, time=2015-06-08 18:09:50.774]
object notification: Time [clock=74, time=2015-06-08 18:09:50.774]
org notification: Time [clock=74, time=2015-06-08 18:09:50.774]
Event processed UpdateClock(74)
Event processed UpdateClock(74)
object notification: Time [clock=75, time=2015-06-08 18:09:51.088]
org notification: Time [clock=75, time=2015-06-08 18:09:51.088]
object notification: Time [clock=75, time=2015-06-08 18:09:51.088]
object notification: Time [clock=76, time=2015-06-08 18:09:51.115]
object notification: Time [clock=76, time=2015-06-08 18:09:51.115]
org notification: Time [clock=76, time=2015-06-08 18:09:51.115]
object notification: Time [clock=77, time=2015-06-08 18:09:51.139]
object notification: Time [clock=77, time=2015-06-08 18:09:51.139]
org notification: Time [clock=77, time=2015-06-08 18:09:51.139]
object notification: Time [clock=78, time=2015-06-08 18:09:51.167]
org notification: Time [clock=78, time=2015-06-08 18:09:51.167]
object notification: Time [clock=78, time=2015-06-08 18:09:51.167]
Event processed UpdateClock(75)
Event processed UpdateClock(76)
Event processed UpdateClock(77)
Event processed UpdateClock(78)
Event processed UpdateClock(75)
Event processed UpdateClock(76)
Event processed UpdateClock(77)
Event processed UpdateClock(78)
object notification: Time [clock=79, time=2015-06-08 18:09:59.321]
org notification: Time [clock=79, time=2015-06-08 18:09:59.321]
object notification: Time [clock=79, time=2015-06-08 18:09:59.321]
Event processed UpdateClock(79)
Event processed UpdateClock(79)
object notification: Time [clock=80, time=2015-06-08 18:10:00.777]
object notification: Time [clock=80, time=2015-06-08 18:10:00.777]
org notification: Time [clock=80, time=2015-06-08 18:10:00.777]
Event processed UpdateClock(80)
Event processed UpdateClock(80)
object notification: Time [clock=81, time=2015-06-08 18:10:01.09]
object notification: Time [clock=81, time=2015-06-08 18:10:01.09]
org notification: Time [clock=81, time=2015-06-08 18:10:01.09]
object notification: Time [clock=82, time=2015-06-08 18:10:01.123]
org notification: Time [clock=82, time=2015-06-08 18:10:01.123]
object notification: Time [clock=82, time=2015-06-08 18:10:01.123]
org notification: Time [clock=83, time=2015-06-08 18:10:01.15]
object notification: Time [clock=83, time=2015-06-08 18:10:01.15]
object notification: Time [clock=83, time=2015-06-08 18:10:01.15]
object notification: Time [clock=84, time=2015-06-08 18:10:01.176]
object notification: Time [clock=84, time=2015-06-08 18:10:01.176]
org notification: Time [clock=84, time=2015-06-08 18:10:01.176]
Event processed UpdateClock(81)
Event processed UpdateClock(82)
Event processed UpdateClock(83)
Event processed UpdateClock(84)
Event processed UpdateClock(81)
Event processed UpdateClock(82)
Event processed UpdateClock(83)
Event processed UpdateClock(84)
object notification: Time [clock=85, time=2015-06-08 18:10:09.324]
object notification: Time [clock=85, time=2015-06-08 18:10:09.324]
org notification: Time [clock=85, time=2015-06-08 18:10:09.324]
Event processed UpdateClock(85)
Event processed UpdateClock(85)
org notification: Time [clock=86, time=2015-06-08 18:10:10.781]
object notification: Time [clock=86, time=2015-06-08 18:10:10.781]
object notification: Time [clock=86, time=2015-06-08 18:10:10.781]
Event processed UpdateClock(86)
Event processed UpdateClock(86)
object notification: Time [clock=87, time=2015-06-08 18:10:11.093]
org notification: Time [clock=87, time=2015-06-08 18:10:11.093]
object notification: Time [clock=87, time=2015-06-08 18:10:11.093]
object notification: Time [clock=88, time=2015-06-08 18:10:11.127]
object notification: Time [clock=88, time=2015-06-08 18:10:11.127]
org notification: Time [clock=88, time=2015-06-08 18:10:11.127]
object notification: Time [clock=89, time=2015-06-08 18:10:11.151]
org notification: Time [clock=89, time=2015-06-08 18:10:11.151]
object notification: Time [clock=89, time=2015-06-08 18:10:11.151]
object notification: Time [clock=90, time=2015-06-08 18:10:11.182]
object notification: Time [clock=90, time=2015-06-08 18:10:11.182]
org notification: Time [clock=90, time=2015-06-08 18:10:11.182]
Event processed UpdateClock(87)
Event processed UpdateClock(88)
Event processed UpdateClock(89)
Event processed UpdateClock(90)
Event processed UpdateClock(87)
Event processed UpdateClock(88)
Event processed UpdateClock(89)
Event processed UpdateClock(90)
object notification: Time [clock=91, time=2015-06-08 18:10:19.326]
object notification: Time [clock=91, time=2015-06-08 18:10:19.326]
org notification: Time [clock=91, time=2015-06-08 18:10:19.326]
Event processed UpdateClock(91)
Event processed UpdateClock(91)
object notification: Time [clock=92, time=2015-06-08 18:10:20.782]
object notification: Time [clock=92, time=2015-06-08 18:10:20.782]
org notification: Time [clock=92, time=2015-06-08 18:10:20.782]
Event processed UpdateClock(92)
Event processed UpdateClock(92)
object notification: Time [clock=93, time=2015-06-08 18:10:21.095]
org notification: Time [clock=93, time=2015-06-08 18:10:21.095]
object notification: Time [clock=93, time=2015-06-08 18:10:21.095]
